"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"677","공연장","03_06_01_P","3590000","CDFE1230002014000004","2014-12-02","","01","영업/정상","13","영업중","","","","","062-416-1006","","501-180","광주광역시 동구 광산동 77-6","광주광역시 동구 문화전당로 43 (광산동)","501-180","보헤미안","2026-02-13 11:06:51","U","2026-02-15 02:40:00","","192503.705289454","183022.684106085","공연장","공연장","","0","유흥업소밀집지역","","","근린생활시설","0","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"678","공연장","03_06_01_P","3590000","CDFE1230002015000001","2015-08-28","","01","영업/정상","13","영업중","","","","","062-430-5257","","","광주광역시 동구 호남동 34-2번지","광주광역시 동구 중앙로 149-2 (호남동)","61479","예술극장 통","2015-08-28 17:27:23","I","2018-08-31 23:59:59","","191962.811610959","183222.426846996","공연장","공연장","일반상업지역","5","기타","","","단독주택","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"679","공연장","03_06_01_P","3590000","CDFE1230002002000001","2002-03-08","","01","영업/정상","13","영업중","","","","","062-222-7716","","501-040","광주광역시 동구 궁동 51-25","광주광역시 동구 예술길 18-1 (궁동)","501-040","미로극장2","2021-01-29 13:26:11","U","2021-01-31 02:40:00","","192468.120987075","183440.895491159","공연장","공연장","","0","","","","","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"680","공연장","03_06_01_P","3590000","CDFE1230002003000004","2003-01-02","","01","영업/정상","13","영업중","","","","","221-5500","","501-110","광주광역시 동구 황금동 56-1번지","","","광주학생독립운동기념회관","2006-02-13 15:51:53","I","2018-08-31 23:59:59","","192302.029296565","183143.308524401","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"681","공연장","03_06_01_P","3590000","CDFE1230002015000002","2015-09-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 광산동 13","광주광역시 동구 문화전당로 38 (광산동, 아시아문화전당)","61485","어린이 극장","2026-01-27 15:00:04","U","2026-01-29 02:40:00","","","","공연장","공연장","중심상업지역","0","기타","","","문화시설","0","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"682","공연장","03_06_01_P","3590000","CDFE1230002015000003","2015-09-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 광산동 13","광주광역시 동구 문화전당로 38 (광산동, 아시아문화전당)","61485","극장1","2026-01-27 14:56:30","U","2026-01-29 02:40:00","","","","공연장","공연장","중심상업지역","0","기타","","","문화시설","0","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"683","공연장","03_06_01_P","3590000","CDFE1230002015000004","2015-09-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 광산동 13","광주광역시 동구 문화전당로 38 (광산동, 아시아문화전당)","61485","극장2","2026-01-27 14:57:51","U","2026-01-29 02:40:00","","","","공연장","공연장","중심상업지역","0","기타","","","문화시설","0","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"684","공연장","03_06_01_P","3590000","CDFE1230002015000005","2015-09-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 광산동 13","광주광역시 동구 문화전당로 38 (광산동, 아시아문화전당)","61485","극장 3(시민이용소극장)","2026-01-27 14:59:03","U","2026-01-29 02:40:00","","","","공연장","공연장","중심상업지역","0","기타","","","문화시설","0","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"685","공연장","03_06_01_P","3590000","CDFE1230002016000001","2016-04-11","","01","영업/정상","13","영업중","","","","","223-2690","","","광주광역시 동구 궁동 36-6","광주광역시 동구 예술길 23-1 (궁동)","61474","예린소극장","2025-11-11 08:53:04","U","2025-11-13 02:40:00","","192520.900947311","183431.357389139","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"686","공연장","03_06_01_P","3590000","CDFE1230002017000001","2017-07-20","","01","영업/정상","13","영업중","","","","","222-6280","","","광주광역시 동구 동명동 200-12번지","광주광역시 동구 동계천로 111, 4층 (동명동)","61430","민들레 소극장","2017-07-20 08:55:02","I","2018-08-31 23:59:59","","192885.273024059","183526.547563165","공연장","공연장","일반주거지역","0","주택가주변","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"687","공연장","03_06_01_P","5680000","CDFE1230002005000001","2005-05-26","","01","영업/정상","13","영업중","","","","","041-350-2903","","343-805","충청남도 당진시 읍내동 1062","충청남도 당진시 무수동2길 25-21 (읍내동)","","당진문예의전당(대공연장)","2025-01-13 21:20:06","U","2025-01-15 02:40:00","","167651.185020879","376584.666433798","공연장","공연장","일반주거지역","3","주택가주변","","","문화시설","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"688","공연장","03_06_01_P","5680000","CDFE1230002005000002","2005-04-21","","01","영업/정상","13","영업중","","","","","041-350-2903","","343-805","충청남도 당진시 읍내동 1062","충청남도 당진시 무수동2길 25-21 (읍내동)","","당진문예의전당(소공연장)","2025-01-13 21:23:59","U","2025-01-15 02:40:00","","167651.185020879","376584.666433798","공연장","공연장","일반주거지역","3","주택가주변","","","문화시설","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"689","공연장","03_06_01_P","5680000","CDFE1230002013000001","2013-09-17","","01","영업/정상","13","영업중","","","","","","","343-816","충청남도 당진시 신평면 운정리 165-1번지","충청남도 당진시 신평면 삽교천길 90-16","343-816","당진월드아트서커스","2019-10-17 11:19:31","U","2019-10-19 02:40:00","","184390.124281052","376065.661498553","공연장","공연장","관리지역","1","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"690","공연장","03_06_01_P","4590000","CDFE1230002006000001","2006-12-21","","01","영업/정상","13","영업중","","","","","041-940-2730","","","충청남도 청양군 청양읍 송방리 94-14 문예예술회관","충청남도 청양군 청양읍 문화예술로 187, 문예예술회관","33339","청양문화예술회관 대공연장","2022-12-14 14:07:03","U","2022-12-17 02:40:00","","182052.81440893","328375.619226899","공연장","공연장","자연녹지지역","2","기타","","","문화시설","1","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"691","공연장","03_06_01_P","4540000","CDFE1230002004000001","2004-11-03","","01","영업/정상","13","영업중","","","","","041-730-4631","","320-030","충청남도 논산시 내동 279-4","충청남도 논산시 시민로 270 (내동)","","논산아트센터(대공연장)","2022-11-10 13:53:14","U","2022-11-12 02:40:00","","208482.868207137","298907.256913605","공연장","공연장","준공업지역","3","기타","","","문화시설","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"692","공연장","03_06_01_P","4540000","CDFE1230002004000002","2004-11-03","","01","영업/정상","13","영업중","","","","","","","320-030","충청남도 논산시 내동 279-4","충청남도 논산시 시민로 270 (내동)","","논산아트센터(소공연장)","2022-11-04 10:37:42","U","2022-11-06 02:40:00","","208482.868207137","298907.256913605","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"693","공연장","03_06_01_P","4430000","CDFE1230002008000001","2008-05-15","","01","영업/정상","13","영업중","","","","","043-730-4891","","373-803","충청북도 옥천군 옥천읍 문정리 457","충청북도 옥천군 옥천읍 문정1길 32","373-803","옥천문화예술회관","2022-07-22 11:08:29","U","2022-07-24 02:40:00","","251496.689028172","311607.929859153","공연장","공연장","","0","","","","문화시설","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"694","공연장","03_06_01_P","3020000","CDFE1230002014000002","2014-11-25","","01","영업/정상","13","영업중","","","","","02-2199-7260","","140-170","서울특별시 용산구 동자동 45","서울특별시 용산구 한강대로 372, 지하2층 B200호 (동자동, 센트레빌아스테리움서울 KDB생명타워)","140-170","동자아트홀","2023-08-29 15:05:20","U","2023-08-31 02:40:00","","197563.069805939","449934.157783456","공연장","공연장","","1","","","","문화시설","0","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"695","공연장","03_06_01_P","3020000","CDFE1230002015000001","2015-04-17","","01","영업/정상","13","영업중","","","","","02-792-8425","","140-210","서울특별시 용산구 한남동 714번지","서울특별시 용산구 한남대로 98 (한남동)","140-210","일신홀","2015-04-17 14:09:17","I","2018-08-31 23:59:59","","200423.418748471","448324.779015334","공연장","공연장","","9","주택가주변","","","근린생활시설","5","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"696","공연장","03_06_01_P","3020000","CDFE1230002015000002","2015-05-12","","01","영업/정상","13","영업중","","","","","02-331-6310","","140-210","서울특별시 용산구 한남동 683-132","서울특별시 용산구 이태원로 246 (한남동)","140-210","Under Stage (언더스테이지)","2025-12-18 15:18:17","U","2025-12-20 02:40:00","","199990.489238997","448264.185008539","공연장","공연장","","7","주택가주변","","","문화시설","2","5","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"697","공연장","03_06_01_P","3020000","CDFE1230001972000001","1972-02-20","","01","영업/정상","13","영업중","","","","","","","140-160","서울특별시 용산구 남영동 83번지","","","성남극장","2003-02-06 13:07:29","I","2018-08-31 23:59:59","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"698","공연장","03_06_01_P","3020000","CDFE1230001991000001","1991-08-24","","01","영업/정상","13","영업중","","","","","","","140-876","서울특별시 용산구 한강로2가 390-1번지","","","프린스비디오소극장","2003-02-06 13:07:29","I","2018-08-31 23:59:59","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"699","공연장","03_06_01_P","3020000","CDFE1230001996000001","1996-07-19","","01","영업/정상","13","영업중","","","","","","","140-160","서울특별시 용산구 남영동 83번지","","","성남극장2","2003-02-06 13:07:29","I","2018-08-31 23:59:59","","","","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"700","공연장","03_06_01_P","3020000","CDFE1230001998000001","1998-06-08","","01","영업/정상","13","영업중","","","","","","","140-807","서울특별시 용산구 갈월동 98-11번지","서울특별시 용산구 한강대로 253  (갈월동)","","가야관광호텔","2003-02-06 13:07:29","I","2018-08-31 23:59:59","","197492.793337805","448731.316989981","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"701","공연장","03_06_01_P","3020000","CDFE1230001998000002","1998-06-08","","01","영업/정상","13","영업중","","","","","","","140-807","서울특별시 용산구 갈월동 98-11번지","서울특별시 용산구 한강대로 253  (갈월동)","","가야관광호텔","2003-02-06 13:07:29","I","2018-08-31 23:59:59","","197492.793337805","448731.316989981","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"702","공연장","03_06_01_P","3210000","CDFE1230002005000001","2005-02-24","","01","영업/정상","13","영업중","","","","","02-3434-4900","","137-867","서울특별시 서초구 서초동 1450-2 디에스아이빌딩 3층402호","서울특별시 서초구 남부순환로325길 9 (서초동,디에스아이빌딩 3층402호)","","SCC Hall 서초","2023-06-26 14:39:33","U","2023-06-28 02:40:00","","201211.066157382","442172.712321113","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"703","공연장","03_06_01_P","3210000","CDFE1230002005000002","2005-10-07","","01","영업/정상","13","영업중","","","","","","","137-888","서울특별시 서초구 양재동 20-4","서울특별시 서초구 바우뫼로37길 45 (양재동)","137-888","영산양재홀","2025-12-26 14:11:45","U","2025-12-28 02:40:00","","203327.153493401","442032.622260635","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
